3.2337,4.1993,4.8401,-2.6013,0.34345,7.7073,-5.0616,-1.3754,2
2.6569,3.1235,1.3994,1.4049,0.55896,7.0448,-5.7406,1.5047,2
0.36708,2.7574,-3.0247,-3.914,-2.2573,4.2455,-7.003,-12.892,2
3.8528,3.0836,7.9608,0.14731,-0.30689,5.0795,-1.1065,-4.1201,2
4.0014,4.6679,6.1413,-0.50965,3.7973,7.8274,-1.1416,0.69002,2
0.85721,5.4582,2.6674,1.9678,-2.017,4.9219,-2.0529,-4.3463,1
2.4627,3.6649,2.8544,-0.63464,0.098598,4.9672,-0.79691,-3.9463,2
4.0692,3.843,3.1764,-1.7933,-1.1775,5.2948,-1.3539,-1.2701,2
0.45331,1.6195,1.2933,-0.29689,-3.9957,2.5494,-2.0692,-1.2487,1
0.67351,3.5483,2.0761,0.3762,-1.4489,4.6513,-6.4315,-5.3915,2
-0.557,2.7269,4.5422,-0.78478,-2.1086,4.7474,-5.7166,-6.2012,1
4.1715,4.0161,9.4465,4.6894,2.0186,6.6807,0.21882,-2.2776,2
1.3208,5.4485,10.749,-0.21642,2.0101,6.8307,-3.6272,-3.5407,2
2.6187,5.3658,2.5443,-0.20894,0.89452,6.9036,-2.0903,0.88999,2
2.2507,3.8433,6.8237,-2.4015,-0.58732,5.5147,-6.2218,-5.2843,2
2.8894,6.9828,1.347,1.1491,0.66298,7.0153,-2.3286,-0.80478,1
3.7718,5.2166,9.0252,-1.9212,2.6739,8.1507,-3.0434,-1.212,2
3.7566,6.2447,6.2479,4.0497,1.0661,4.9477,3.0262,-0.37722,2
1.5802,0.34687,5.7666,-1.9889,-1.0119,3.1248,-6.3434,-7.6677,1
-0.30087,4.1268,8.2745,0.43719,1.0913,4.4763,-3.0775,-9.7082,1
3.6693,2,4.314,1.5575,-0.53824,4.1655,-2.3723,-7.0319,2
1.159,3.6288,4.2361,0.87364,-1.06,4.7994,-3.4758,-5.9711,1
2.0925,3.077,4.3189,0.35011,-0.33817,6.2867,-0.79835,2.5146,1
1.7744,4.6478,-0.46228,0.65625,-1.9105,5.3639,-3.5041,0.84958,1
4.7025,5.9037,2.9048,2.5663,2.8418,8.4482,0.12807,-0.78409,2
1.7698,-0.40355,3.2618,-5.0216,1.0742,5.9916,-8.2739,-3.0161,1
2.1073,6.2222,9.7293,-0.77121,1.0083,5.4199,-1.9549,-6.4514,2
3.8855,5.3859,-2.5213,1.0074,-2.5346,5.3289,-4.4016,-7.3149,2
2.1939,2.883,4.6598,-0.93503,0.62631,6.9677,-5.9447,-3.8662,2
3.755,4.9164,2.2408,-0.46131,-2.1347,6.4132,-3.4886,-4.8154,2
3.7958,3.4161,3.3334,-4.1096,1.7474,5.7711,-1.9741,-4.3789,2
1.4473,3.3366,3.0466,-0.2684,0.36407,3.2526,-1.0669,-3.2189,1
4.2415,7.1361,3.6142,1.889,1.2852,5.8536,0.28485,-3.7745,2
1.3398,6.3577,7.992,5.0425,-0.083932,6.3,-2.0838,-6.4013,2
3.5997,4.6015,2.9479,-2.2725,1.1811,6.0296,-3.9007,-0.44559,2
3.7539,4.3711,0.66998,-2.7463,1.7617,9.2543,-4.754,-1.3318,2
1.285,3.2165,5.8829,-2.2692,-0.19283,5.3187,-4.6411,-7.8489,1
4.5225,4.7883,3.4982,0.16039,2.0483,6.885,-2.4919,-6.2286,2
0.39429,1.4029,-0.58882,-3.6325,-1.3242,4.8837,-6.0725,-5.2987,1
1.0906,1.8756,-2.1742,0.25595,-2.6103,4.6868,-3.4764,-1.6684,2
1.4595,5.2891,-0.98946,-0.82486,-0.9154,4.2715,-4.6752,-5.7419,2
1.2345,3.1801,4.3612,-2.951,-0.21226,3.7824,-3.9906,-7.4347,1
0.16682,1.227,2.9721,0.82029,-2.9905,3.3839,-3.7845,-6.913,1
2.0104,2.6621,4.3403,-0.31432,0.045864,4.2514,-5.8584,-8.137,2
3.5047,3.2405,9.1818,2.7807,2.877,6.6514,1.0662,-0.25274,1
2.143,2.958,1.8129,2.7449,-1.7665,5.741,-2.5455,-1.78,2
1.57,4.7394,5.2648,-2.2104,1.7303,4.69,-0.89583,-3.8543,2
2.0576,3.6171,7.4442,-1.9514,3.0809,6.1345,-2.2675,-3.8096,1
3.6361,7.7538,4.827,0.51936,3.8692,8.0941,1.0119,-0.33181,2
2.8368,4.8084,1.782,2.7525,0.14947,6.7976,-3.3554,-0.58029,2
0.52749,1.1282,7.3358,1.8387,-1.774,6.2671,-5.5328,-2.2199,1
2.2678,4.2126,6.5401,-1.3979,0.54105,6.3664,-4.5848,-9.1214,2
4.564,5.1531,3.4816,-0.86594,-1.1689,8.8798,-3.2166,-4.8038,2
1.5681,1.5763,0.69698,-3.7161,-0.26508,3.0977,-6.5224,-7.2834,1
4.0886,4.7819,4.1714,3.2607,1.0328,7.324,-3.529,-3.868,2
5.577,4.6885,10.316,0.75097,3.3591,8.6213,-0.91978,4.2315,2
0.24513,4.2148,0.7402,-2.3958,-4.1554,4.493,-5.9298,-8.1685,1
2.6046,4.558,9.5283,2.9067,1.2947,8.3406,-5.6208,-6.61,2
2.6533,5.3573,-0.22441,-1.0137,1.1778,5.9002,-1.8309,-3.1553,1
0.83484,6.2702,5.8315,3.2999,0.055702,7.4696,-7.4332,-7.8675,2
4.5146,3.3461,-1.6513,0.33581,-0.58054,7.4605,-3.8546,-2.8182,2
1.2328,3.3834,3.2724,-2.6301,-1.4806,4.3999,-2.7307,-3.0152,2
2.6705,3.5277,0.36822,-0.29166,0.22595,5.4435,-4.8401,-4.7881,2
1.2884,5.2047,5.5391,-3.4479,2.3641,7.6489,-4.4555,-3.3933,2
0.72141,1.743,4.8692,1.7865,1.2919,6.4793,-4.8345,1.5619,2
-0.33055,1.1475,7.7081,0.19724,-1.0973,5.3596,-2.7401,1.5307,1
2.4228,4.9268,3.9347,-0.71627,-0.19726,5.7856,-2.027,-3.7342,2
3.0965,3.417,1.6422,0.12926,-0.33446,5.8874,-4.7979,-3.6458,2
5.9154,2.7161,1.9937,0.94973,-0.30007,5.9296,-4.9083,-3.9518,2
1.4489,0.90651,2.5362,0.46595,-0.98481,5.8864,-0.98388,-1.4706,1
3.2364,5.7909,10.722,2.5195,1.3898,9.0628,-0.27403,1.2883,2
3.802,4.6862,3.7251,2.9284,1.499,7.2421,-0.69329,0.53946,2
0.83176,3.2856,4.7744,-1.2503,-1.9272,5.1888,-2.7833,-0.70154,2
3.2642,6.6439,0.94039,-1.4088,0.087734,5.827,-0.31882,-4.4036,2
3.3408,4.2494,3.9244,1.4851,0.24104,6.2772,-0.28684,-0.15607,2
4.4772,4.2507,7.3661,3.1765,3.0255,7.7746,0.084072,3.5934,2
3.3318,6.0268,3.3281,4.2293,-1.838,4.6358,-4.0402,-9.6836,2
